                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.88294,                0.60693,                0.93872,                0.91913,                0.86957,                0.90507,                0.48251,                 1.5719,                0.93655,                 1.4355,               0.002278,               0.002278,               0.002278
                    158,                0.89503,                 0.6285,                0.90935,                0.91913,                0.86957,                0.90507,                0.48251,                 1.5719,                0.93655,                 1.4355,              0.0022285,              0.0022285,              0.0022285
                    159,                0.87871,                0.60147,                0.97049,                0.90324,                0.85507,                 0.8974,                0.48184,                 1.5527,                0.92352,                 1.4101,               0.002179,               0.002179,               0.002179
                    160,                0.92503,                0.64876,                0.98423,                0.90324,                0.85507,                 0.8974,                0.48184,                 1.5527,                0.92352,                 1.4101,              0.0021295,              0.0021295,              0.0021295
                    161,                0.80503,                0.56796,                0.92737,                0.90752,                0.86957,                0.89381,                0.49118,                 1.5159,                0.91313,                 1.3895,                0.00208,                0.00208,                0.00208
                    162,                0.93291,                0.59781,                0.94815,                0.90752,                0.86957,                0.89381,                0.49118,                 1.5159,                0.91313,                 1.3895,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0005,                0.62062,                0.94336,                0.89134,                0.86957,                0.89106,                0.48823,                 1.5356,                0.91341,                 1.4067,               0.001981,               0.001981,               0.001981
                    164,                0.89392,                0.61496,                0.98386,                0.89134,                0.86957,                0.89106,                0.48823,                 1.5356,                0.91341,                 1.4067,              0.0019315,              0.0019315,              0.0019315
                    165,                0.90586,                0.60643,                0.93983,                0.91943,                0.85507,                0.89012,                0.47807,                 1.5373,                0.91519,                 1.4085,               0.001882,               0.001882,               0.001882
                    166,                0.85025,                0.61751,                 0.9676,                0.91943,                0.85507,                0.89012,                0.47807,                 1.5373,                0.91519,                 1.4085,              0.0018325,              0.0018325,              0.0018325
                    167,                0.80183,                0.76593,                0.96877,                0.90826,                0.86099,                0.87474,                0.47231,                 1.5398,                 0.9217,                 1.4057,               0.001783,               0.001783,               0.001783
                    168,                0.94898,                0.60813,                0.92619,                0.90826,                0.86099,                0.87474,                0.47231,                 1.5398,                 0.9217,                 1.4057,              0.0017335,              0.0017335,              0.0017335
                    169,                0.92528,                0.60684,                0.92697,                0.88208,                0.85507,                0.88314,                0.47809,                 1.5502,                0.92495,                 1.4048,               0.001684,               0.001684,               0.001684
                    170,                0.83685,                0.58112,                0.95485,                0.88208,                0.85507,                0.88314,                0.47809,                 1.5502,                0.92495,                 1.4048,              0.0016345,              0.0016345,              0.0016345
                    171,                0.87174,                0.59891,                0.94866,                0.85957,                0.86957,                0.88181,                0.48406,                 1.5536,                0.91604,                 1.4091,               0.001585,               0.001585,               0.001585
                    172,                0.88054,                0.62366,                0.92489,                0.85957,                0.86957,                0.88181,                0.48406,                 1.5536,                0.91604,                 1.4091,              0.0015355,              0.0015355,              0.0015355
                    173,                0.85944,                0.58498,                0.92993,                0.86867,                0.85507,                 0.8731,                0.47713,                 1.5575,                0.90217,                 1.4205,               0.001486,               0.001486,               0.001486
                    174,                0.86976,                0.60414,                0.97816,                0.86867,                0.85507,                 0.8731,                0.47713,                 1.5575,                0.90217,                 1.4205,              0.0014365,              0.0014365,              0.0014365
                    175,                 0.9072,                0.58773,                0.94611,                0.89527,                0.84058,                0.87986,                0.46799,                 1.5594,                0.90478,                 1.4295,               0.001387,               0.001387,               0.001387
                    176,                0.84293,                0.59336,                0.95386,                0.89527,                0.84058,                0.87986,                0.46799,                 1.5594,                0.90478,                 1.4295,              0.0013375,              0.0013375,              0.0013375
                    177,                0.85062,                0.57386,                0.97087,                0.91756,                0.84058,                0.87484,                0.48102,                 1.5391,                0.89911,                 1.4227,               0.001288,               0.001288,               0.001288
                    178,                0.86948,                0.59599,                0.95774,                0.91756,                0.84058,                0.87484,                0.48102,                 1.5391,                0.89911,                 1.4227,              0.0012385,              0.0012385,              0.0012385
                    179,                0.84389,                0.57578,                0.90304,                0.92845,                0.84058,                0.87913,                0.48441,                 1.5231,                0.89843,                 1.4013,               0.001189,               0.001189,               0.001189
                    180,                 0.9012,                 0.6037,                 0.9475,                0.92845,                0.84058,                0.87913,                0.48441,                 1.5231,                0.89843,                 1.4013,              0.0011395,              0.0011395,              0.0011395
                    181,                0.89928,                0.61462,                0.96859,                0.88794,                0.84058,                 0.8761,                 0.4781,                 1.5338,                0.89252,                 1.4018,                0.00109,                0.00109,                0.00109
                    182,                0.91023,                0.61906,                0.98938,                0.88794,                0.84058,                 0.8761,                 0.4781,                 1.5338,                0.89252,                 1.4018,              0.0010405,              0.0010405,              0.0010405
                    183,                0.84174,                0.59216,                0.95281,                0.89003,                0.85507,                0.87624,                0.47395,                 1.5457,                0.88817,                 1.4077,               0.000991,               0.000991,               0.000991
                    184,                0.85184,                0.60228,                0.92735,                0.89003,                0.85507,                0.87624,                0.47395,                 1.5457,                0.88817,                 1.4077,              0.0009415,              0.0009415,              0.0009415
                    185,                0.93343,                 0.6377,                0.93312,                0.89003,                0.85507,                0.87506,                0.47928,                 1.5547,                0.89106,                 1.4119,               0.000892,               0.000892,               0.000892
                    186,                0.84129,                0.58356,                0.91551,                0.89003,                0.85507,                0.87506,                0.47928,                 1.5547,                0.89106,                 1.4119,              0.0008425,              0.0008425,              0.0008425
                    187,                0.84878,                0.60824,                0.91424,                0.89353,                0.85507,                0.87542,                0.48295,                 1.5524,                0.89808,                 1.4098,               0.000793,               0.000793,               0.000793
                    188,                0.82843,                0.58239,                0.94336,                0.89353,                0.85507,                0.87542,                0.48295,                 1.5524,                0.89808,                 1.4098,              0.0007435,              0.0007435,              0.0007435
                    189,                0.76354,                0.54349,                0.90467,                0.89462,                 0.8613,                0.89295,                0.49211,                 1.5419,                0.89814,                 1.4062,               0.000694,               0.000694,               0.000694
                    190,                0.73085,                0.60356,                0.90089,                0.89462,                 0.8613,                0.89295,                0.49211,                 1.5419,                0.89814,                 1.4062,              0.0006445,              0.0006445,              0.0006445
                    191,                0.83218,                0.59372,                0.91116,                 0.8871,                0.86957,                0.89411,                0.49262,                 1.5264,                0.89575,                 1.4007,               0.000595,               0.000595,               0.000595
                    192,                  0.891,                0.65064,                0.93225,                 0.8871,                0.86957,                0.89411,                0.49262,                 1.5264,                0.89575,                 1.4007,              0.0005455,              0.0005455,              0.0005455
                    193,                 0.8968,                0.63629,                0.92461,                0.88393,                0.88406,                0.88171,                0.49936,                 1.5189,                0.89845,                 1.3994,               0.000496,               0.000496,               0.000496
                    194,                0.84532,                0.59559,                0.96119,                0.88393,                0.88406,                0.88171,                0.49936,                 1.5189,                0.89845,                 1.3994,              0.0004465,              0.0004465,              0.0004465
                    195,                0.83327,                 0.6237,                0.96293,                0.89618,                0.87577,                0.88156,                0.49274,                 1.5137,                0.89783,                 1.3973,               0.000397,               0.000397,               0.000397
                    196,                0.83001,                0.60354,                0.97858,                0.89618,                0.87577,                0.88156,                0.49274,                 1.5137,                0.89783,                 1.3973,              0.0003475,              0.0003475,              0.0003475
                    197,                0.68705,                0.53426,                0.89468,                0.88524,                0.86957,                0.88189,                0.49658,                 1.5153,                0.90171,                 1.3996,               0.000298,               0.000298,               0.000298
                    198,                0.87923,                0.64998,                0.96345,                0.88524,                0.86957,                0.88189,                0.49658,                 1.5153,                0.90171,                 1.3996,              0.0002485,              0.0002485,              0.0002485
                    199,                 0.7894,                0.55636,                 0.9283,                0.89546,                0.86902,                0.88262,                0.49647,                 1.5167,                0.90038,                 1.4027,               0.000199,               0.000199,               0.000199
